date,region,product_type,product_id,product_name,customers_acquired,avg_product_value,marketing_spend,churn_rate,revenue
2021-03,East,Personal Loan,1115,Flexi Loan,335,2345.42,18353.63,0.0406,753815.64
2021-03,East,Personal Loan,1116,Instant Loan,367,3538.69,22619.76,0.0382,1249088.92
2021-03,East,Savings Account,1117,High Yield Savings,317,866.6,14939.48,0.0169,270069.56
2021-03,East,Savings Account,1118,Standard Savings,303,100.0,6076.82,0.0532,28688.04
2021-03,East,Investment,1119,WealthBuilder Fund,338,1775.47,24022.2,0.0469,571963.75
2021-03,East,Investment,1120,Retirement Plan,314,327.53,16724.45,0.0589,96786.88
2021-03,West,Credit Card,1121,Platinum Card,383,1014.21,32866.8,0.0512,368554.18
2021-03,West,Credit Card,1122,CashBack Card,322,885.16,20775.18,0.1014,256120.34
2021-03,West,Credit Card,1123,Student Card,313,100.0,32149.24,0.089,28514.3
2021-03,West,Mortgage,1124,Home Loan Pro,349,199657.31,18142.8,0.0218,68161368.44
2021-03,West,Mortgage,1125,First Home Loan,393,199222.18,18715.91,0.0705,72774567.41
2021-03,West,Personal Loan,1126,Flexi Loan,388,1098.75,19348.27,0.06,400736.1
2021-03,West,Personal Loan,1127,Instant Loan,381,100.0,20065.0,0.0512,36149.28
2021-03,West,Savings Account,1128,High Yield Savings,350,1593.1,18452.27,0.0565,526081.45
2021-03,West,Savings Account,1129,Standard Savings,342,100.0,12506.7,0.0728,31710.24
2021-03,West,Investment,1130,WealthBuilder Fund,329,524.47,25078.43,0.0375,166079.98
2021-03,West,Investment,1131,Retirement Plan,407,2251.65,18224.84,0.0551,865926.72
2021-04,North,Credit Card,1132,Platinum Card,389,664.28,26730.22,0.0931,234347.42
2021-04,North,Credit Card,1133,CashBack Card,290,1672.26,25515.13,0.073,449553.66
2021-04,North,Credit Card,1134,Student Card,359,100.0,22759.32,0.0901,32665.41
2021-04,North,Mortgage,1135,Home Loan Pro,404,200717.59,21280.15,0.0697,75437939.89
2021-04,North,Mortgage,1136,First Home Loan,375,201186.18,21285.69,0.0781,69552577.25
2021-04,North,Personal Loan,1137,Flexi Loan,349,504.49,18259.93,0.054,166559.39
2021-04,North,Personal Loan,1138,Instant Loan,325,774.99,26037.96,0.0546,238119.55
2021-04,North,Savings Account,1139,High Yield Savings,359,1432.31,22466.59,0.0537,486586.79
2021-04,North,Savings Account,1140,Standard Savings,347,100.0,20726.13,0.0547,32801.91
2021-04,North,Investment,1141,WealthBuilder Fund,414,1232.68,18239.14,0.0549,482312.43
2021-04,North,Investment,1142,Retirement Plan,357,1767.98,28006.19,0.0341,609646.0
2021-04,South,Credit Card,1143,Platinum Card,320,924.23,23109.05,0.0186,290252.58
2021-04,South,Credit Card,1144,CashBack Card,341,100.0,18868.77,0.0713,31668.67
2021-04,South,Credit Card,1145,Student Card,398,1119.61,24188.49,0.0774,411114.97
2021-04,South,Mortgage,1146,Home Loan Pro,332,200818.48,20669.24,0.0589,62744770.15
2021-04,South,Mortgage,1147,First Home Loan,337,199786.73,26783.17,0.01,66654846.73
2021-04,South,Personal Loan,1148,Flexi Loan,330,565.5,18454.14,0.0544,176463.14
2021-04,South,Personal Loan,1149,Instant Loan,330,521.25,22062.85,0.0114,170051.56
2021-04,South,Savings Account,1150,High Yield Savings,397,100.0,23647.71,0.0456,37889.68
2021-04,South,Savings Account,1151,Standard Savings,310,1995.86,23567.0,0.0509,587223.93
2021-04,South,Investment,1152,WealthBuilder Fund,384,975.72,17223.88,0.0179,367969.77
2021-04,South,Investment,1153,Retirement Plan,378,1567.85,15636.85,0.0659,553591.84
2021-04,East,Credit Card,1154,Platinum Card,304,1454.56,23720.19,0.0182,434138.45
2021-04,East,Credit Card,1155,CashBack Card,342,1636.63,27752.5,0.03,542935.64
2021-04,East,Credit Card,1156,Student Card,385,1831.54,21038.06,0.047,672001.18
2021-04,East,Mortgage,1157,Home Loan Pro,392,199340.59,19358.94,0.04,75015850.83
2021-04,East,Mortgage,1158,First Home Loan,371,199626.6,14132.15,0.0659,69180817.82
2021-04,East,Personal Loan,1159,Flexi Loan,292,2048.53,21014.62,0.0197,586386.8
2021-04,East,Personal Loan,1160,Instant Loan,402,100.0,15608.14,0.0464,38334.72
2021-04,East,Savings Account,1161,High Yield Savings,276,100.0,15747.22,0.0521,26162.04
2021-04,East,Savings Account,1162,Standard Savings,366,764.54,20510.64,0.061,262752.52
2021-04,East,Investment,1163,WealthBuilder Fund,351,1038.88,19917.89,0.0738,337735.94
2021-04,East,Investment,1164,Retirement Plan,356,2865.0,24102.41,0.0721,946402.33
2021-04,West,Credit Card,1165,Platinum Card,391,1132.57,24664.98,0.0584,416973.31
2021-04,West,Credit Card,1166,CashBack Card,366,2066.67,25846.48,0.0776,697704.49
2021-04,West,Credit Card,1167,Student Card,337,1648.71,25201.03,0.0481,528890.18
2021-04,West,Mortgage,1168,Home Loan Pro,366,200418.25,22002.06,0.0455,70015514.38
2021-04,West,Mortgage,1169,First Home Loan,305,200003.41,18584.45,0.0324,59024606.35
2021-04,West,Personal Loan,1170,Flexi Loan,347,1538.02,20239.77,0.0742,494092.92
2021-04,West,Personal Loan,1171,Instant Loan,400,100.0,22593.2,0.0375,38500.0
2021-04,West,Savings Account,1172,High Yield Savings,349,1132.97,16499.4,0.0739,366185.99
2021-04,West,Savings Account,1173,Standard Savings,388,100.0,19344.81,0.01,38412.0
2021-04,West,Investment,1174,WealthBuilder Fund,340,887.01,13875.32,0.0518,285961.38
2021-04,West,Investment,1175,Retirement Plan,349,2165.91,21219.0,0.0387,726649.16
2021-05,North,Credit Card,1176,Platinum Card,388,1430.84,21216.54,0.0431,531238.27
2021-05,North,Credit Card,1177,CashBack Card,327,2549.21,16445.64,0.0366,803082.21
2021-05,North,Credit Card,1178,Student Card,372,100.0,20771.24,0.0468,35459.04
2021-05,North,Mortgage,1179,Home Loan Pro,393,198813.36,20982.61,0.0642,73117470.12
2021-05,North,Mortgage,1180,First Home Loan,393,201638.11,27505.19,0.0573,74703108.79
2021-05,North,Personal Loan,1181,Flexi Loan,370,100.0,12042.98,0.0613,34731.9
2021-05,North,Personal Loan,1182,Instant Loan,392,881.0,14110.52,0.0313,334542.48
2021-05,North,Savings Account,1183,High Yield Savings,348,2618.8,19879.12,0.0386,876164.58
2021-05,North,Savings Account,1184,Standard Savings,319,996.4,14208.18,0.0801,292391.69
2021-05,North,Investment,1185,WealthBuilder Fund,399,1877.36,15618.41,0.0508,711014.05
2021-05,North,Investment,1186,Retirement Plan,317,100.0,18594.5,0.086,28973.8
2021-05,South,Credit Card,1187,Platinum Card,360,1640.84,21377.55,0.034,570618.52
2021-05,South,Credit Card,1188,CashBack Card,316,2475.85,27618.42,0.0574,737460.64
2021-05,South,Credit Card,1189,Student Card,421,828.07,25247.76,0.0393,334916.8
2021-05,South,Mortgage,1190,Home Loan Pro,273,201351.48,22320.67,0.0384,52858146.2
2021-05,South,Mortgage,1191,First Home Loan,362,199975.9,14842.12,0.0394,69539059.53
2021-05,South,Personal Loan,1192,Flexi Loan,366,100.0,25992.22,0.0402,35128.68
2021-05,South,Personal Loan,1193,Instant Loan,330,4094.05,18713.12,0.0166,1328609.29
2021-05,South,Savings Account,1194,High Yield Savings,382,1383.54,25156.7,0.0675,492837.7
2021-05,South,Savings Account,1195,Standard Savings,350,1768.12,12190.97,0.09,563146.22
2021-05,South,Investment,1196,WealthBuilder Fund,377,2316.94,22196.51,0.0322,845360.12
2021-05,South,Investment,1197,Retirement Plan,314,100.0,16872.19,0.0579,29581.94
2021-05,East,Credit Card,1198,Platinum Card,397,100.0,27221.56,0.01,39303.0
2021-05,East,Credit Card,1199,CashBack Card,327,1378.57,28050.34,0.0171,443083.84
2021-05,East,Credit Card,1200,Student Card,373,100.0,25365.26,0.0709,34655.43
2021-05,East,Mortgage,1201,Home Loan Pro,327,199704.74,12220.51,0.0446,62390916.11
2021-05,East,Mortgage,1202,First Home Loan,342,201951.03,17050.11,0.0467,65841811.58
2021-05,East,Personal Loan,1203,Flexi Loan,360,100.0,18256.74,0.043,34452.0
2021-05,East,Personal Loan,1204,Instant Loan,351,2094.78,19193.96,0.0817,675196.4
2021-05,East,Savings Account,1205,High Yield Savings,302,3307.79,23663.2,0.0484,950603.28
2021-05,East,Savings Account,1206,Standard Savings,367,118.89,28079.79,0.0894,39731.87
2021-05,East,Investment,1207,WealthBuilder Fund,309,786.86,15644.33,0.0581,229013.32
2021-05,East,Investment,1208,Retirement Plan,318,376.23,29570.16,0.0462,114113.72
2021-05,West,Credit Card,1209,Platinum Card,399,1217.43,19485.78,0.0495,461709.72
2021-05,West,Credit Card,1210,CashBack Card,332,551.08,20337.49,0.054,173078.8
2021-05,West,Credit Card,1211,Student Card,388,1449.23,22529.7,0.0698,523052.61
2021-05,West,Mortgage,1212,Home Loan Pro,369,199935.86,21643.81,0.0564,69615347.2
2021-05,West,Mortgage,1213,First Home Loan,370,200421.92,26115.95,0.0639,69417534.95
2021-05,West,Personal Loan,1214,Flexi Loan,428,1721.47,23176.98,0.0758,680940.54
2021-05,West,Personal Loan,1215,Instant Loan,364,738.6,25546.3,0.0208,263258.31
2021-05,West,Savings Account,1216,High Yield Savings,323,100.0,9233.05,0.0372,31098.44
2021-05,West,Savings Account,1217,Standard Savings,383,100.0,22255.48,0.029,37189.3
2021-05,West,Investment,1218,WealthBuilder Fund,398,1059.14,25630.59,0.0409,404296.83
2021-05,West,Investment,1219,Retirement Plan,389,980.06,11846.63,0.0534,360884.95
2021-06,North,Credit Card,1220,Platinum Card,385,1594.75,24267.08,0.0652,573947.34
2021-06,North,Credit Card,1221,CashBack Card,359,1281.19,15647.14,0.0303,446010.81
2021-06,North,Credit Card,1222,Student Card,324,171.07,20817.39,0.0357,53447.95
2021-06,North,Mortgage,1223,Home Loan Pro,374,201558.68,17298.39,0.0603,70837354.66
2021-06,North,Mortgage,1224,First Home Loan,349,201397.41,19624.28,0.0384,67588648.56
2021-06,North,Personal Loan,1225,Flexi Loan,328,1063.69,20244.3,0.0508,331166.69
2021-06,North,Personal Loan,1226,Instant Loan,294,537.05,14592.9,0.0535,149445.44
2021-06,North,Savings Account,1227,High Yield Savings,370,1265.4,24014.51,0.0388,450031.92
2021-06,North,Savings Account,1228,Standard Savings,313,432.24,22160.96,0.0272,131611.2
2021-06,North,Investment,1229,WealthBuilder Fund,318,749.68,19073.56,0.0474,227098.16
2021-06,North,Investment,1230,Retirement Plan,314,1734.24,13239.18,0.0633,510081.26
2021-06,South,Credit Card,1231,Platinum Card,347,100.0,25213.04,0.0396,33325.88
2021-06,South,Credit Card,1232,CashBack Card,336,620.87,18982.1,0.0384,200601.61
2021-06,South,Credit Card,1233,Student Card,352,100.0,26192.75,0.0457,33591.36
2021-06,South,Mortgage,1234,Home Loan Pro,340,201031.06,20542.71,0.0593,64297372.17
2021-06,South,Mortgage,1235,First Home Loan,360,202117.86,19282.44,0.0394,69895589.87
2021-06,South,Personal Loan,1236,Flexi Loan,318,1558.33,20380.03,0.0608,465419.56
2021-06,South,Personal Loan,1237,Instant Loan,344,100.0,26245.7,0.044,32886.4
2021-06,South,Savings Account,1238,High Yield Savings,298,1865.32,23820.48,0.0655,519456.18
2021-06,South,Savings Account,1239,Standard Savings,343,100.0,17362.65,0.0572,32338.04
2021-06,South,Investment,1240,WealthBuilder Fund,415,317.97,14127.55,0.0193,129410.77
2021-06,South,Investment,1241,Retirement Plan,352,100.0,14483.17,0.01,34848.0
2021-06,East,Credit Card,1242,Platinum Card,339,1365.3,27010.36,0.0101,458162.05
2021-06,East,Credit Card,1243,CashBack Card,337,2218.34,17807.06,0.0733,692782.92
2021-06,East,Credit Card,1244,Student Card,328,638.61,17749.49,0.0391,201274.03
2021-06,East,Mortgage,1245,Home Loan Pro,369,200981.07,19874.87,0.0664,69237657.05
2021-06,East,Mortgage,1246,First Home Loan,356,197474.28,20319.78,0.0426,67306027.74
2021-06,East,Personal Loan,1247,Flexi Loan,291,100.0,19459.81,0.0486,27685.74
2021-06,East,Personal Loan,1248,Instant Loan,406,1064.47,10122.67,0.0312,418690.97
2021-06,East,Savings Account,1249,High Yield Savings,308,855.91,15167.41,0.0583,248251.22
2021-06,East,Savings Account,1250,Standard Savings,274,920.92,12598.58,0.0629,236460.39
2021-06,East,Investment,1251,WealthBuilder Fund,297,2374.31,16932.99,0.044,674142.59
2021-06,East,Investment,1252,Retirement Plan,313,100.0,23130.38,0.0353,30195.11
2021-06,West,Credit Card,1253,Platinum Card,318,298.33,14780.14,0.0458,90523.94
2021-06,West,Credit Card,1254,CashBack Card,422,100.0,10990.1,0.0608,39634.24
2021-06,West,Credit Card,1255,Student Card,315,1759.16,18836.64,0.0291,538010.06
2021-06,West,Mortgage,1256,Home Loan Pro,402,200108.85,14406.84,0.0301,78022400.59
2021-06,West,Mortgage,1257,First Home Loan,353,199969.06,16565.42,0.0408,67709043.79
2021-06,West,Personal Loan,1258,Flexi Loan,358,100.0,17775.27,0.0325,34636.5
2021-06,West,Personal Loan,1259,Instant Loan,378,100.0,16654.64,0.0708,35123.76
2021-06,West,Savings Account,1260,High Yield Savings,338,1325.18,19166.38,0.0662,418259.14
2021-06,West,Savings Account,1261,Standard Savings,325,289.55,21382.72,0.066,87892.9
2021-06,West,Investment,1262,WealthBuilder Fund,393,969.88,21296.09,0.0659,356044.21
2021-06,West,Investment,1263,Retirement Plan,333,2227.75,13264.37,0.0306,719140.42
2021-07,North,Credit Card,1264,Platinum Card,298,389.11,25972.66,0.0749,107269.77
2021-07,North,Credit Card,1265,CashBack Card,328,100.0,23035.66,0.0762,30300.64
2021-07,North,Credit Card,1266,Student Card,342,138.62,15597.69,0.0692,44127.4
2021-07,North,Mortgage,1267,Home Loan Pro,381,199947.14,20285.07,0.0554,71959496.08
2021-07,North,Mortgage,1268,First Home Loan,335,198926.37,21821.37,0.0334,64414546.8
2021-07,North,Personal Loan,1269,Flexi Loan,382,1201.7,17442.75,0.0348,443074.48
2021-07,North,Personal Loan,1270,Instant Loan,382,1307.41,24078.69,0.0672,465868.88
2021-07,North,Savings Account,1271,High Yield Savings,368,416.92,24187.81,0.0337,148256.08
2021-07,North,Savings Account,1272,Standard Savings,304,2124.8,16003.03,0.0559,609831.2
2021-07,North,Investment,1273,WealthBuilder Fund,396,100.0,24063.45,0.0616,37160.64
2021-07,North,Investment,1274,Retirement Plan,371,100.0,11136.95,0.0661,34647.69
2021-07,South,Credit Card,1275,Platinum Card,328,1852.17,23766.71,0.0576,572519.08
2021-07,South,Credit Card,1276,CashBack Card,314,749.53,19901.88,0.0666,219677.95
2021-07,South,Credit Card,1277,Student Card,383,100.0,28349.52,0.0579,36082.43
2021-07,South,Mortgage,1278,Home Loan Pro,346,200686.57,8933.86,0.0739,64306118.04
2021-07,South,Mortgage,1279,First Home Loan,397,200083.08,12750.72,0.0279,77216802.54
2021-07,South,Personal Loan,1280,Flexi Loan,334,100.0,20029.26,0.0813,30684.58
2021-07,South,Personal Loan,1281,Instant Loan,340,100.0,12908.17,0.0148,33496.8
2021-07,South,Savings Account,1282,High Yield Savings,347,606.02,17940.87,0.0211,205851.84
2021-07,South,Savings Account,1283,Standard Savings,325,100.0,20632.25,0.0362,31323.5
2021-07,South,Investment,1284,WealthBuilder Fund,326,2024.06,22962.63,0.0656,616557.82
2021-07,South,Investment,1285,Retirement Plan,321,448.81,25338.0,0.067,134415.45
2021-07,East,Credit Card,1286,Platinum Card,362,568.2,15569.79,0.0331,198880.11
2021-07,East,Credit Card,1287,CashBack Card,331,864.76,14879.07,0.0871,261304.44
2021-07,East,Credit Card,1288,Student Card,397,1850.09,24378.58,0.0571,692546.59
2021-07,East,Mortgage,1289,Home Loan Pro,374,200048.67,17361.12,0.0654,69925092.13
2021-07,East,Mortgage,1290,First Home Loan,319,199533.96,12026.48,0.0603,59813157.85
2021-07,East,Personal Loan,1291,Flexi Loan,367,467.3,17566.21,0.0528,162443.95
2021-07,East,Personal Loan,1292,Instant Loan,350,1900.18,23890.55,0.0571,627087.9
2021-07,East,Savings Account,1293,High Yield Savings,301,100.0,18404.96,0.0496,28607.04
2021-07,East,Savings Account,1294,Standard Savings,374,122.02,15865.6,0.0455,43559.07
2021-07,East,Investment,1295,WealthBuilder Fund,376,1367.37,17369.61,0.0497,488578.8
2021-07,East,Investment,1296,Retirement Plan,310,831.2,20554.78,0.0657,240742.95
2021-07,West,Credit Card,1297,Platinum Card,349,108.87,12187.27,0.0394,36498.6
2021-07,West,Credit Card,1298,CashBack Card,376,442.72,14679.83,0.0561,157124.16
2021-07,West,Credit Card,1299,Student Card,383,868.6,17866.21,0.0392,319632.99
2021-07,West,Mortgage,1300,Home Loan Pro,319,198984.18,20308.4,0.0586,59756262.55
2021-07,West,Mortgage,1301,First Home Loan,283,200693.11,13310.63,0.061,53331584.97
2021-07,West,Personal Loan,1302,Flexi Loan,324,551.62,30050.05,0.0854,163461.78
2021-07,West,Personal Loan,1303,Instant Loan,341,100.0,18487.67,0.0337,32950.83
2021-07,West,Savings Account,1304,High Yield Savings,320,517.26,15233.36,0.0525,156833.23
2021-07,West,Savings Account,1305,Standard Savings,369,2624.68,17512.51,0.0362,933446.97
2021-07,West,Investment,1306,WealthBuilder Fund,365,938.96,16320.71,0.0517,325001.76
2021-07,West,Investment,1307,Retirement Plan,351,1881.28,8979.81,0.0293,640981.63
